ID,ObsType,ObsDateTime,Latitude,Longitude,Elevation,UTCOffset,LimitingMag,CloudCover,SQMReading,SQMSerial,Constellation,SkyComment,LocationComment,Country
294304,Globe at Night,2018-12-11 10:51:00+00:00,34.31,136.822,18.4912,-540,5,-1,,,Perseus,,,Japan
272780,Globe at Night,2018-11-20 18:44:00+00:00,42.5531,-96.1719,381.262,0,-9999,-1,6.0,2534,Perseus,"""></SCRIPT>--!><SCRIPT>alert(String.fromCharCode(71,104,48,53,116,80,84))</SCRIPT>",,United States - Alabama
272779,Globe at Night,2018-11-20 18:44:00+00:00,42.5531,-96.1719,381.262,0,-9999,-1,6.0,2534,Perseus,"""></SCRIPT>--!><SCRIPT>alert(String.fromCharCode(71,104,48,53,116,80,84))</SCRIPT>",,United States - Alabama
241158,Globe at Night,2018-04-15 15:01:00+00:00,-16.8095,-70.6865,3224.53,300,6,-1,,,Crux,,Rural,Peru
237355,Globe at Night,2018-04-16 21:00:00+00:00,29.498,-103.907,1313.93,300,6,-1,21.79,,Leo,,"Rural, Papalote Encino campsite at Big Bend Ranch State Park",United States - Texas
237354,Globe at Night,2018-04-15 20:30:00+00:00,29.4963,-104.022,1267.36,300,6,-1,21.69,,Leo,,"Rural, Papalatito campsite at Big Bend Ranch State Park",United States - Texas
237353,Globe at Night,2018-04-14 20:52:00+00:00,29.4637,-103.961,1273.06,300,6,-1,21.71,,Leo,,"Rural, Rancho Viejo campsite at Big Bend Ranch State Park",United States - Texas
237352,Globe at Night,2018-04-13 18:20:00+00:00,29.3222,-104.01,827.21,300,6,-1,21.89,,Leo,,"Rural, Arenosa campground at Big Bend Ranch State Park",United States - Texas
236601,Globe at Night,2018-04-12 20:30:00+00:00,29.4963,-104.022,1267.36,300,6,-1,21.69,,Leo,,,United States - Texas
221908,Globe at Night,2018-04-02 19:16:00+00:00,-23.971,-46.3688,15.7363,180,3,-1,16.83,,Crux,,,Brazil
221907,Globe at Night,2018-04-04 17:52:00+00:00,-23.9687,-46.373,12.6275,180,2,-1,9.87,,Crux,,,Brazil
221906,Globe at Night,2018-04-04 17:42:00+00:00,-23.9681,-46.3741,11.9138,180,2,-1,13.4,,Crux,,,Brazil
221905,Globe at Night,2018-04-04 17:33:00+00:00,-23.9668,-46.3747,8.83223,180,2,-1,10.24,,Crux,,,Brazil
221903,Globe at Night,2018-03-25 19:00:00+00:00,-23.9676,-46.3752,8.84683,180,2,-1,14.04,,Canis Major,,,Brazil
221902,Globe at Night,2018-03-25 18:00:00+00:00,-23.9713,-46.3862,26.351,180,2,-1,11.17,,Canis Major,,,Brazil
221899,Globe at Night,2018-03-25 17:00:00+00:00,-23.9711,-46.3864,22.7983,180,3,-1,16.74,,Canis Major,,,Brazil
221783,Globe at Night,2018-08-31 18:30:00+00:00,-23.9802,-46.3691,68.0349,180,3,-1,16.82,,Sagittarius,,,Brazil
221782,Globe at Night,2018-08-29 18:10:00+00:00,-23.9506,-46.3434,7.24846,180,3,-1,17.01,,Sagittarius,,,Brazil
