ID,ObsType,ObsDateTime,Latitude,Longitude,Elevation,UTCOffset,LimitingMag,CloudCover,SQMReading,SQMSerial,Constellation,SkyComment,LocationComment,Country
241812,Globe at Night,2016-04-05 18:50:00+00:00,40.4837,-78.2839,283.725,300,6,-1,20.94,9118,Leo,"Mostly clear. Only a few puffy white clouds visible. Other than the large light dome in the western sky, all other light domes are very minor and subtle extending no more than 7 to 10 degrees above the horizon. Light dome to the West and NNW extends 15 to 20 degrees above the horizon and is likely due to the cities of Hollidaysburg and Altoona. Other lights were observed to the north and east - likely from park cabins, maintenance buildings as well as boat launch and residences as seen across the lake.","Open Grassy Area between parking lots 3 and 4 in day use area. Low ridges and trees do not extend more than 10 degrees above the horizon, except large tree in grassy area to the WSW.",United States - Pennsylvania
241811,Globe at Night,2016-04-05 16:30:00+00:00,40.6511,-77.757,301.629,300,6,-1,21.18,9118,Leo,100% Clear. Light domes are very minor and subtle as seen to the ESE (Lewistown) and to NNW (State College) just above the tree tops approximately 15 degrees above the horizon. The trees and ridges do keep lights from surrounding communities from protruding onto the area. Some outdoor walk-way lights was noted from the park office. Some car lights were noted from passing cars traveling on Route 305 (Greenwood Road). It is not known if the Blacksmith Shop parking lot lights are continuously on during seasonal hours. They were off during the survey. Treetops and ridgelines could be seen as silhouettes. Objects/obstacles on ground could only be slightly discerned. Otherwise area is appreciably dark.  Winter portion of Milky Way was visible to the unaided eye.,"Rural Location. Baseball field ENE of Greenwood Lake. Except to the SW, the area is completely surrounded by trees and ridges.",United States - Pennsylvania
241810,Globe at Night,2016-03-29 19:35:00+00:00,39.8051,-76.2831,155.052,300,6,-1,20.58,9118,Gemini,"100% Clear. Transparent sky. Sky is semi-dark with bright dome to the SSW - most likely created by CalPine Power Plant and the towns of Delta and West Bangor. Once dark adapted, surface objects are clearly apparent or appear as silhouettes. Skyglow is at treetop level or a few degrees above the tree tops.",Semi-rural location. Sky was clear and transparent. Area is surrounded on all sides by trees which aids in blocking much of the horizon glow. Trees extend upwards to 25° above the horizon to the east and upwards to 10° to the west. Restroom facility has a dim outside light. Maintenance facility has a security light. Fixture is not full cut-off which gives off enough ambient light to illuminate part of the parking area and areas behind restroom facility.,United States - Pennsylvania
241809,Globe at Night,2016-03-30 18:35:00+00:00,39.9963,-76.5478,261.221,300,5,-1,20.09,9118,Gemini,"100% Clear. Sky is bright with significant light domes in all directions likely due to Marietta to the north, Red Lion / Dallastown to the south and southwest, York to the west, and Wrightsville, Columbia and Lancaster to the east. Once dark adapted, surface objects were clearly apparent.",Suburban location. Hilltop Pavilion area. Good horizons with unobstructed views. Not appreciably dark.,United States - Pennsylvania
241808,Globe at Night,2016-03-30 16:45:00+00:00,40.0726,-76.888,148.559,300,5,-1,20.23,9118,Gemini,"Sky was clear and transparent. Area is surrounded on all sides by trees which aids in blocking much of the horizon glow. Trees extend upwards to 20° above the southern horizon and upwards to 10° to the east. Lighted bathhouse/restroom facility to NNW is visible, but little if any light spills onto the playground area. No other outside lights were noted and no active campers were inside the park area. During active season more light from campers would likely be noted.     Sky is semi-dark with bright light domes to the NNW, NNE, and SSE - most likely created by York, Harrisburg, and Mechanicsburg. WSW sky was notably darker. Once dark adapted, surface objects, swings, benches and sandy volleyball court was clearly apparent or appear as silhouettes. Skyglow protrudes above treetop level around perimeter of much of the site.",Semi-rural location. State Park Conewago Day Use Area.,United States - Pennsylvania
241807,Globe at Night,2016-01-05 16:30:00+00:00,40.0387,-78.634,379.862,360,6,-1,20.99,9116,Perseus,"100% Clear. Skies were very transparent. The Winter Milky Way passing overhead and north of Orion was plainly visible with a mottled appearance. Although fainter than the Summer Milky Way, the extent of the Winter Milky Way could be discerned from NW to SW. The Andromeda Galaxy in the northwest sky was plainly visible to the naked eye.","Semi-rural location, Forest. There were no significant light domes, but tree tops could be seen. Any light domes present did not protrude any more than 5 to 10 degrees. The southern sky to the zenith was appreciably the darkest.",United States - Pennsylvania
241803,Globe at Night,2016-01-05 15:00:00+00:00,40.2897,-78.5887,758.734,360,6,-1,20.71,9116,Perseus,"100% Clear. Light domes were visible along all horizons except to the south and southwest where the sky appeared darkest. Light domes extended above the trees and ridges 10 to 20 degrees. The light dome to the west was likely due to the city of Johnstown. Light domes extending from the northwest to the north and northeast were likely the result of the towns Ebensburg, Munster, Cresson and then Hollidaysburg/Altoona. A light dome to the southeast may be the result of Breezewood, but it does not extend more than 10 degrees above the horizon. The largest impact was to the east where the light dome from Blue Knob Ski Resort extended upwards to 60+ degrees. It is believed snow-making was in progress - any lights illuminating the area would have reflected off of the snow making the sky appear much brighter. Skies were very transparent. Some structure in the Milky Way was still evident to the northwest and faded just above the tree tops.","Rural location. Chappells Field is a large open area surrounded by either ridges or stands of trees. Depending on the location in the field, they near unobstructed horizon view would appear to be to the south.",United States - Pennsylvania
241799,Globe at Night,2016-01-04 13:52:00+00:00,40.4554,-77.1759,152.166,360,6,-1,20.77,9116,Perseus,Milky Way had fair amount of complex structure with patches and voids noted. Southern ridges helped to block a great deal of sky glow.,"Semi-rural location, Little Buffalo State Park",United States - Pennsylvania
241798,Globe at Night,2016-01-04 13:32:00+00:00,40.4537,-77.1871,151.654,360,6,-1,20.79,9116,Perseus,"100% Clear, Transparent sky. Milky Way had fair amount of complex structure with patches and voids noted. Southern ridges helped to block a great deal of sky glow.",Grassy area NW of Pool/Pavillion area. Semi-rural location,United States - Pennsylvania
241796,Globe at Night,2016-01-04 13:00:00+00:00,40.4547,-77.1726,156.993,360,6,-1,20.82,9116,Perseus,"95% Clear, minor small clouds. Light dome extended above southern ridge from the far eastern and western extents with the strongest concentration to the southeast 5 to 10 degrees above ridgetop or 15 to 20 degrees above the horizon. This is presumably from the cities of Harrisburg, Camp Hill/Mechanicsburg, and Carlisle. The only significant outdoor park lighting was in the marina parking lot. Residential neighborhoods do surround the park but any light is dim and or blocked by tree cover.",Dam area of Holman Lake. Area to the south of the dam area was bounded by a ridge extending 10 to 15 degrees.,United States - Pennsylvania
241795,Globe at Night,2016-01-02 13:00:00+00:00,40.0018,-77.924,373.439,360,6,-1,20.97,9116,Perseus,"100% Clear. A light dome extends from eastern horizon to southwest horizon (5 to 10 degrees above ridgetops), with the greatest concentration of light seen to the southeast, presumably from the city of Chambersburg. An outdoor utility light was on near the concession stand at the beach area. Some light does spill out onto the grassy area, but is somewhat blocked by trees in places. There is some headlight influence as traffic approaches the park from Stumpy Lane or travels along Aughwick Road. Darkest areas are to the west and north. All ridge tops surrounding the area were visible. Bright strobe light seen to the SSW across the lake - presumably from a cell tower. Otherwise area is appreciably dark. Hand placed at arm's length in front of observer was plainly visible.     Summer portion of Milky Way (in Cygnus) was plainly visible to the northwest with structure extending to near overhead. Milky Way faded to the east just above the constellation of Orion (toward the area of skyglow). The Andromeda Galaxy was nearly overhead and plainly visible to the unaided eye.",Dam area of Cowans Gap Lake. Light north wind from 5 to 10 mph. Clear/Dry conditions.  Area to the east and west is bounded by ridges and trees to the north. The southeast horizon is bounded by a low ridge which opens up to the south-southwest when viewed from the dam across the lake.,United States - Pennsylvania
212233,Loss of the Night,2016-03-03 01:31:13+00:00,54.0671,10.7691,0.0,-60,-999,-1,,,None,"From ""Loss of the Night"";NELM=0.00 +/- 0.00 (method 2);8 stars, faintest found V=5.00",,None
204112,Globe at Night,2016-08-30 16:53:00+00:00,40.5188,-109.165,1624.61,360,6,-1,21.73,,Cygnus,,"Island Park Road, Island Park Overlook; Dinosaur National Monument",United States - Utah
204111,Globe at Night,2016-09-26 15:52:00+00:00,40.4383,-109.308,1462.93,360,6,-1,21.64,,Cygnus,,"Quarry Visitor Center, Dinosaur National Monument",United States - Utah
202465,Loss of the Night,2016-04-02 19:51:39+00:00,38.2205,-94.5602,0.0,300,6,-1,,,None,"From ""Loss of the Night"";NELM=6.06 +/- 0.94 (method 1);11 stars, faintest found V=5.12",,None
202218,Globe at Night,2016-06-18 00:00:00+00:00,-33.4718,-55.1468,288.24,0,-9999,75,,,Crux,esta nublado por todos lados,zona urbana con arboles a los alrededores,Uruguay
202217,Globe at Night,2016-06-18 18:00:00+00:00,-33.4718,-55.1468,288.24,120,-9999,75,,,Crux,Estaba nublado.,zon urbana con arboles a alrededores,Uruguay
199656,Loss of the Night,2016-08-25 00:11:54+00:00,47.0947,10.0016,0.0,-120,6,-1,,,None,"From ""Loss of the Night"";NELM=6.04 +/- 0.96 (method 1);8 stars, faintest found V=5.07",,None
196772,Loss of the Night,2016-03-26 22:39:58+00:00,44.69,8.4855,0.0,-60,5,-1,,,None,"From ""Loss of the Night"";NELM=5.12 +/- 1.43 (method 2);11 stars, faintest found V=4.94",,None
195030,Dark Sky Meter,2016-12-17 11:41:09+00:00,35.9705,-121.452,981.18,480,6,-1,21.55,,None,"From ""Dark Sky Meter""  sky: """"",,United States - California
194434,Loss of the Night,2016-11-28 23:39:14+00:00,49.2661,11.3044,419.69,-60,5,-1,,,None,"From ""Loss of the Night"";NELM=4.63 +/- 0.02 (method 1);8 stars, faintest found V=4.61",,Germany
194226,Loss of the Night,2016-10-04 22:57:47+00:00,29.989,31.131,22.29,-120,1,-1,,,None,"From ""Loss of the Night"";NELM=1.42 +/- 0.65 (method 1);8 stars, faintest found V=0.77",,Egypt
193502,Globe at Night,2016-07-24 13:45:00+00:00,38.8878,-119.82,1465.64,420,6,25,21.23,,Hercules,,,United States - Nevada
193501,Globe at Night,2016-03-31 16:43:00+00:00,38.8878,-119.82,1465.64,420,6,-1,21.34,,Leo,,,United States - Nevada
193500,Globe at Night,2016-12-03 13:41:00+00:00,38.8882,-119.741,1481.33,480,6,25,21.24,,Perseus,,,United States - Nevada
193444,Globe at Night,2016-09-26 22:35:00+00:00,36.3986,28.1862,122.15,-180,5,-1,19.84,4795,Cygnus,nur im Zenit,auf dem Hotelgelände,Greece
