ID,ObsType,ObsDateTime,Latitude,Longitude,Elevation,UTCOffset,LimitingMag,CloudCover,SQMReading,SQMSerial,Constellation,SkyComment,LocationComment,Country
217484,Globe at Night,2013-03-13 06:48:00+00:00,-37.5806,143.861,470.497,-600,5,-1,19.3,301,Canis Major,Perfect,"New Moon, clear sky, two street lights nearby behind trees.",Australia
217483,Globe at Night,2013-03-13 06:48:00+00:00,-37.5806,143.861,470.399,-600,5,-1,19.3,301,Canis Major,Perfect,"New Moon, clear sky, two street lights nearby behind trees.",Australia
217482,Globe at Night,2013-03-12 15:42:00+00:00,-37.5807,143.861,470.594,-600,5,-1,19.3,301,Canis Major,Perfect,"New Moon, clear sky, two street lights nearby behind trees.",Australia
191189,Globe at Night,2013-05-17 17:30:00+00:00,-34.7533,-55.6636,29.66,180,2,50,,,Crux,,,Uruguay
191188,Globe at Night,2013-05-17 17:30:00+00:00,-34.7299,-55.6618,7.05,180,3,50,,,Crux,,,Uruguay
190042,Globe at Night,2013-05-01 00:00:00+00:00,-33.7437,18.5562,95.47,-120,5,-1,20.27,5739,Crux,"Cloud 0/10, w 2/10 SE, dew 0/10",Sky glow from Cape town and bright security lights from adjacent farms,South Africa
188113,Globe at Night,2013-12-31 01:30:00+00:00,-33.663,20.0122,493.38,-120,6,-1,21.36,5739,Grus,"Clear, w 0/10, 27.0°C","Rural, 40 km to nearest town",South Africa
188101,Globe at Night,2013-04-09 22:30:00+00:00,-32.4679,20.4355,1376.09,-120,6,75,21.49,5739,Crux,"Cloudy 1/10, w 0/10, 9.3°C","Rural, about 30 km from Sutherland",South Africa
152189,Dark Sky Meter,2013-10-12 21:27:08+00:00,51.1311,4.73593,6.14,-120,2,-1,15.71,,None,"From ""Dark Sky Meter""  sky: """"",,Belgium
151138,Dark Sky Meter,2013-07-04 18:10:35+00:00,44.2121,-89.1649,269.0,300,6,-1,21.19,,None,"From ""Dark Sky Meter""  sky: """"",,United States - Wisconsin
143171,Dark Sky Meter,2013-10-31 08:38:24+00:00,54.1194,-4.66804,99.56,0,2,25,15.87,,None,"From ""Dark Sky Meter""  sky: ""1/4 of sky""",,Isle of Man
143160,Dark Sky Meter,2013-10-27 09:51:25+00:00,47.1593,11.8505,643.41,-60,4,25,17.92,,None,"From ""Dark Sky Meter""  sky: ""1/4 of sky""",,Austria
143150,Dark Sky Meter,2013-10-19 10:58:17+00:00,47.1593,11.8504,643.22,-120,4,-1,18.95,,None,"From ""Dark Sky Meter""  sky: ""clear""",,Austria
143149,Dark Sky Meter,2013-10-18 09:46:24+00:00,50.8977,7.15556,91.27,-120,4,-1,18.21,,None,"From ""Dark Sky Meter""  sky: ""Milky Way in Zenith""",,Germany
143138,Dark Sky Meter,2013-10-05 10:00:58+00:00,46.1054,7.92226,1812.9,-120,4,-1,18.89,,None,"From ""Dark Sky Meter""  sky: ""Foggy""",,Switzerland
134313,Dark Sky Meter,2013-10-06 01:05:57+00:00,51.9383,-4.98862,109.71,-60,6,-1,21.02,,None,"From ""Dark Sky Meter""  sky: ""clear""",,United Kingdom
134301,Dark Sky Meter,2013-10-08 15:08:31+00:00,42.1384,-88.1309,261.04,300,4,-1,18.99,,None,"From ""Dark Sky Meter""  sky: ""Taptoenterconditions""",,United States - Illinois
130810,Dark Sky Meter,2013-12-28 16:38:13+00:00,41.7461,-77.3056,400.64,300,6,-1,20.94,,None,"From ""Dark Sky Meter""  sky: """"",,United States - Pennsylvania
130809,Dark Sky Meter,2013-12-28 16:37:29+00:00,41.7462,-77.3057,401.69,300,6,-1,21.56,,None,"From ""Dark Sky Meter""  sky: """"",,United States - Pennsylvania
130549,Dark Sky Meter,2013-10-02 20:55:23+00:00,44.5009,-78.9205,279.59,240,6,-1,21.05,,None,"From ""Dark Sky Meter""  sky: ""Taptoenterconditions""",,Canada
130362,Dark Sky Meter,2013-12-24 14:45:10+00:00,48.5317,-123.505,228.12,480,5,-1,19.5,,None,"From ""Dark Sky Meter""  sky: """"",,Canada
130361,Dark Sky Meter,2013-12-24 14:44:42+00:00,48.5318,-123.505,228.54,480,5,-1,19.52,,None,"From ""Dark Sky Meter""  sky: """"",,Canada
130352,Dark Sky Meter,2013-12-25 22:08:51+00:00,50.9714,4.03914,7.0,-60,5,-1,19.2,,None,"From ""Dark Sky Meter""  sky: ""clear""",,Belgium
130339,Dark Sky Meter,2013-07-11 02:04:34+00:00,-6.87327,107.593,855.14,-420,3,-1,16.87,,None,"From ""Dark Sky Meter""  sky: """"",,Indonesia
130320,Dark Sky Meter,2013-12-25 22:17:24+00:00,52.192,5.38644,1.43,-60,4,-1,18.91,,None,"From ""Dark Sky Meter""  sky: ""clear""",,Netherlands
130319,Dark Sky Meter,2013-12-21 22:11:02+00:00,51.5009,-0.121158,4.31,0,4,-1,18.43,,None,"From ""Dark Sky Meter""  sky: """"",,United Kingdom
130315,Dark Sky Meter,2013-12-20 22:46:26+00:00,52.1723,6.40117,14.96,-60,5,-1,19.48,,None,"From ""Dark Sky Meter""  sky: """"",,Netherlands
130314,Dark Sky Meter,2013-12-23 01:55:58+00:00,46.3936,6.55822,456.17,-60,3,-1,17.57,,None,"From ""Dark Sky Meter""  sky: """"",,France
130281,Dark Sky Meter,2013-12-07 21:13:27+00:00,27.5853,-81.0455,19.18,300,6,-1,20.75,,None,"From ""Dark Sky Meter""  sky: """"",,United States - Florida
