ID,ObsType,ObsDateTime,Latitude,Longitude,Elevation,UTCOffset,LimitingMag,CloudCover,SQMReading,SQMSerial,Constellation,SkyComment,LocationComment,Country
268453,Globe at Night,2012-10-22 01:30:00+00:00,19.1038,72.8552,12.2385,-330,1,50,,,Pegasus,,,India
262064,Globe at Night,2012-05-21 15:53:00+00:00,-31.916,-58.1091,28.2885,224,4,-1,,,Crux,esta parcialmente despejado.,"Zona rural, sin iluminacion luminica publica, con una cantera al lado.",Uruguay
205349,Globe at Night,2012-10-18 14:00:00+00:00,42.3668,-71.3031,57.0584,300,-9999,75,,,Pegasus,"The sky was super cloudy, covering more than 1/2 of the sky. I could barely see any stars but when I did it was only about one or two. It was very cold outside. There were some lights near.","Suburban, some christmas tree lights near, no snow, very cold, super cloudy.",United States - Massachusetts
190040,Globe at Night,2012-12-20 01:30:00+00:00,-29.6664,17.8953,924.96,-120,4,-1,20.66,5739,Grus,"Clear cloud 0/10, wind 2/10, dew 0/10","Urban, edge of town",South Africa
188112,Globe at Night,2012-08-19 01:00:00+00:00,-33.6631,20.0122,492.22,-120,6,-1,21.79,5739,Sagittarius,"Clear, w 0/10, 4.0°C","Rural, 40 km to nearest town",South Africa
187727,Globe at Night,2012-09-16 00:00:00+00:00,-33.8906,18.6532,112.34,-120,6,-1,21.62,5739,Sagittarius,"Clear, wind 3/10 ESE, 12°C","Rural, farming area 30 km from nearest town",South Africa
117598,Globe at Night,2012-04-20 18:40:00+00:00,-30.5983,-71.2003,238.52,180,5,-1,19.18,5181,Crux,cielo completamente despejado.,"observación hecha en el patio de mi casa, no se ven postes ni luces cercanas, en medio de población.",Chile
117597,Globe at Night,2012-04-20 19:30:00+00:00,-30.5983,-71.2003,238.52,180,4,-1,18.42,5181,Crux,cielos despejados totalmente.,"Zona urbana, alrededor hay aproximadamente 8 postes, población en las cercanías.",Chile
117596,Globe at Night,2012-04-18 18:35:00+00:00,-31.1828,-71.0028,904.41,180,5,-1,14.08,4565,Crux,,,Chile
117595,Globe at Night,2012-04-18 18:28:00+00:00,-31.1842,-71.0014,908.33,180,5,-1,13.98,4565,Crux,,,Chile
117594,Globe at Night,2012-04-20 18:25:00+00:00,-31.1864,-71.0012,919.46,180,7,-1,20.38,4565,Crux,,,Chile
117593,Globe at Night,2012-04-19 19:10:00+00:00,-23.6844,-70.3819,506.57,180,3,-1,15.32,4513,Crux,El cielo estaba claro no habìan  nubes,Urbano,Chile
117592,Globe at Night,2012-04-19 17:53:00+00:00,-23.6772,-70.3818,425.74,180,3,-1,16.83,4513,Crux,El cielo estaba claro,Urbano,Chile
117591,Globe at Night,2012-04-11 17:00:00+00:00,32.3229,-110.978,757.64,420,2,50,18.2,4233,Leo,Few scatted clouds.,"Lights from retail stores and major intersection.,",United States - Arizona
117590,Globe at Night,2012-04-11 14:01:00+00:00,32.3231,-110.996,733.17,420,4,75,18.1,4233,Leo,High scattered clouds.,Rural_Suburbs.  Several streetlights at in tersection.,United States - Arizona
117589,Globe at Night,2012-03-13 13:28:00+00:00,32.2979,-110.98,704.99,420,5,-1,18.2,4233,Leo,Sky clear.,"Street lights, parking lot lights, and heavy traffic. Urban.",United States - Arizona
117588,Globe at Night,2012-03-16 00:51:00+00:00,52.3564,13.5758,36.56,-60,7,-1,23.51,3206,Orion,,suburban,Germany
117587,Globe at Night,2012-03-15 20:54:00+00:00,52.5124,13.3744,35.09,-60,3,-1,16.8,3206,Orion,Mist,park in the city centre,Germany
117586,Globe at Night,2012-01-17 15:37:00+00:00,41.701,-72.3197,192.43,300,6,-1,20.22,3304,Orion,no clouds even in sight,,United States - Connecticut
117585,Globe at Night,2012-01-14 16:00:00+00:00,41.7208,-72.3239,158.79,300,-9999,-1,11.13,,Orion,,,United States - Connecticut
97178,Bio-Blitz,2012-08-12 19:26:00+00:00,40.3671,-105.562,2399.66,360,-9999,-1,21.16,5963,Cygnus,Light dome from Estes Park/Front Range extends 40* above horizon.  Clear with no clouds but poor transparency.  Milky Way clear overhead but lost in light dome to east.,,United States - Colorado
97177,Bio-Blitz,2012-08-12 19:06:00+00:00,40.3749,-105.603,2549.23,360,-9999,-1,21.44,5963,Cygnus,"Milky Way brilliant overhead.  Clear, no clouds, but poor transparency.",,United States - Colorado
97176,Bio-Blitz,2012-08-12 18:07:00+00:00,40.3971,-105.677,3377.39,360,-9999,-1,21.5,5963,Cygnus,"Clear, no clouds.  Light dome from Estes Park/Front Range extends 30* above horizon.  Poor transparency with some haze.",,United States - Colorado
97175,Bio-Blitz,2012-08-12 17:34:00+00:00,40.4323,-105.733,3259.98,360,-9999,-1,21.68,5963,Cygnus,"Clear, no clouds, but windy.  Light dome from Estes Park/Front Range visible 20* above horizon.  Poor transparency.",,United States - Colorado
97174,Bio-Blitz,2012-08-12 16:46:00+00:00,40.3956,-105.713,3575.91,360,-9999,-1,21.68,5963,Cygnus,"Clear, no clouds.  Estes Park light dome visible 20* above horizon.",46*F with strong wind.,United States - Colorado
97173,Bio-Blitz,2012-08-12 15:54:00+00:00,40.3816,-105.601,2645.92,360,-9999,-1,21.52,5963,Cygnus,"Clear, no clouds.  Light dome from Estes Park in the east, extends 30* above horizon.",Meadow on slope.  Light breeze.,United States - Colorado
97172,Bio-Blitz,2012-08-12 18:25:00+00:00,40.1099,-105.125,1542.03,360,-9999,-1,19.75,6285,Cygnus,"Hazy(both smoke and moisture). Cloudless, no wind, light dome to south blocked by trees",,United States - Colorado
97171,Bio-Blitz,2012-08-12 17:55:00+00:00,40.1559,-105.038,1505.6,360,-9999,-1,19.57,6285,Cygnus,"No wind, cloudless, light dome to south",,United States - Colorado
97170,Bio-Blitz,2012-08-12 17:30:00+00:00,40.2653,-105.09,1551.33,360,-9999,-1,20.25,6285,Cygnus,Cloudless. Light domes to south and north. No wind. Smokey Haze,,United States - Colorado
97169,Bio-Blitz,2012-08-12 17:00:00+00:00,40.1939,-105.098,1532.32,360,-9999,-1,19.02,6285,Cygnus,"Cloudless, no wind smokey haze","Well Lighted park, lots of glare and nearby trees, casting shadows.",United States - Colorado
97168,Bio-Blitz,2012-08-12 16:47:00+00:00,40.1769,-105.1,1523.56,360,-9999,-1,18.83,6285,Cygnus,"Cloudless, No Wind, Smokey Haze",,United States - Colorado
97167,Bio-Blitz,2012-08-12 16:28:00+00:00,40.1544,-105.1,1505.58,360,-9999,-1,18.72,6285,Cygnus,"Cloudless, No wing. Light dome to south barley visible from glare of lights. Smokey haze",Bright lights from dealership casts clear shadow.,United States - Colorado
97166,Bio-Blitz,2012-08-12 16:11:00+00:00,40.1332,-105.103,1513.28,360,-9999,-1,19.32,6285,Cygnus,"Cloudless, light dome to the south, no wind. Smokey haze from wildfires",,United States - Colorado
97165,Bio-Blitz,2012-08-12 15:55:00+00:00,40.1022,-105.105,1542.63,360,-9999,-1,19.67,6285,Cygnus,"Cloudless, light dome to the south, no wind. 77 degrees. Smokey haze from wildfires",,United States - Colorado
97164,Bio-Blitz,2012-08-12 17:20:00+00:00,39.8362,-105.053,1623.52,360,-9999,-1,18.15,5974,Cygnus,,"Clear, Suburban park, streetlights from nearby road",United States - Colorado
97163,Bio-Blitz,2012-08-12 17:40:00+00:00,39.8037,-105.041,1595.92,360,-9999,-1,18.21,5974,Cygnus,,"Clear, Suburban/urban area. Security lights on surrounding buildings throw a lot of glare",United States - Colorado
97162,Bio-Blitz,2012-08-12 17:02:00+00:00,39.8754,-105.061,1641.22,360,-9999,-1,18.44,5974,Cygnus,,"Suburban Open Space, some streetlights from nearby road",United States - Colorado
97161,Bio-Blitz,2012-08-12 17:58:00+00:00,39.7822,-105.048,1630.48,360,-9999,-1,18.09,5974,Cygnus,,"Clear, Urban park streetlights on surrounding roads are somewhat shielded by trees",United States - Colorado
97160,Bio-Blitz,2012-08-12 16:38:00+00:00,39.9213,-105.08,1633.54,360,-9999,-1,18.41,5974,Cygnus,,"Suburban, many lights in vicinity",United States - Colorado
97159,Bio-Blitz,2012-08-12 17:49:00+00:00,40.0717,-105.231,1583.76,360,-9999,-1,19.82,5962,Cygnus,"Clear Skies, no lights",,United States - Colorado
97158,Bio-Blitz,2012-08-12 17:39:00+00:00,40.0425,-105.244,1617.92,360,-9999,-1,19.45,5962,Cygnus,Clear Skies,,United States - Colorado
97157,Bio-Blitz,2012-08-12 17:23:00+00:00,40.039,-105.263,1629.78,360,-9999,25,19.2,5962,Cygnus,A few Clouds overhead~10% coverage,,United States - Colorado
97156,Bio-Blitz,2012-08-12 17:09:00+00:00,40.026,-105.287,1645.82,360,-9999,-1,19.07,5962,Cygnus,,"South of ballfield, west of hospital, sodium lights to north",United States - Colorado
97155,Bio-Blitz,2012-08-12 16:48:00+00:00,40.0037,-105.245,1614.78,360,-9999,-1,18.97,5962,Cygnus,No clouds,Northwest of pavillion on playground. One bright light to the west on building. Two lights on hoover st.,United States - Colorado
97154,Bio-Blitz,2012-08-12 16:32:00+00:00,40.0019,-105.21,1611.89,360,-9999,25,19.33,5962,Cygnus,"Clear Overhead, partly cloudy to southeast. On track near shed, sodium light to the north",,United States - Colorado
97153,Bio-Blitz,2012-08-12 16:09:00+00:00,39.9739,-105.142,1644.34,360,-9999,50,18.1,5962,Cygnus,"Partly Cloudy, 40%, brightly lit. Aiming unit between clouds",,United States - Colorado
97152,Bio-Blitz,2012-08-12 15:46:00+00:00,39.9726,-105.115,1630.82,360,-9999,25,19.05,5962,Cygnus,"light clouds to southeast, no clouds overhead",,United States - Colorado
97151,Bio-Blitz,2012-08-12 18:16:00+00:00,40.0044,-105.074,1573.72,360,-9999,-1,19.33,5962,Cygnus,"No Clouds, no lights, Haze obscures stars",,United States - Colorado
97150,Bio-Blitz,2012-08-13 17:49:00+00:00,40.0717,-105.231,1583.76,360,-9999,-1,19.82,5962,Cygnus,"Clear Skies, no lights",,United States - Colorado
97149,Bio-Blitz,2012-08-13 17:39:00+00:00,40.0425,-105.244,1617.92,360,-9999,-1,19.45,5962,Cygnus,Clear Skies,,United States - Colorado
