ID,ObsType,ObsDateTime,Latitude,Longitude,Elevation,UTCOffset,LimitingMag,CloudCover,SQMReading,SQMSerial,Constellation,SkyComment,LocationComment,Country
12481,Globe at Night,2007-04-01 18:46:59+00:00,54.5833,18.5,52.35,-120,2,25,,,Orion,,,Poland
12480,Globe at Night,2007-04-01 18:46:42+00:00,54.5833,18.5,52.35,-120,2,25,,,Orion,,,Poland
12479,Globe at Night,2007-04-01 18:45:42+00:00,54.5833,18.5,52.35,-120,2,25,,,Orion,,,Poland
12478,Globe at Night,2007-04-01 18:26:26+00:00,54.4333,18.55,94.85,-120,3,-1,,,Orion,,,Poland
12477,Globe at Night,2007-04-01 07:47:26+00:00,32.94,-97.08,192.94,300,3,-1,,,Orion,,"DFW International Airport is SE 3 miles; Gaylord Texan resort with dome pointing light to sky is east 2 miles; well-lit school and parking lot is west 1 block and many lights on miniwarehouses are 1/2 block to west; City's service center, many lights, is",United States - Texas
12476,Globe at Night,2007-04-01 07:43:04+00:00,32.94,-97.08,192.94,300,3,-1,,,Orion,I did not think there was haze until the third night when the sky was exceptionally clear.,"DFW International Airport is SE, 3 miles away; the Gaylord Texan resort with a dome pointing light to the sky is East, 2 miles away; Middle School is well lit, with large well-lit parking lot is 1 block to the west; very well lit mini-warehouses are 1/2",United States - Texas
12475,Globe at Night,2007-04-01 13:23:20+00:00,54.5833,18.5,52.35,-120,2,25,,,Orion,,,Poland
12474,Globe at Night,2007-04-01 13:21:36+00:00,54.5833,18.5,52.35,-120,1,25,,,Orion,,,Poland
12473,Globe at Night,2007-04-01 13:18:45+00:00,54.5833,18.5,52.35,-120,1,25,,,Orion,,,Poland
12472,Globe at Night,2007-04-01 04:20:22+00:00,28.1905,-81.1453,24.05,240,5,-1,19.34,,Orion,< 1/2 moon,"Center Harmony Square. shielded street lights, bollards",United States - Florida
12471,Globe at Night,2007-04-01 04:18:24+00:00,28.1928,-81.1444,22.63,240,5,-1,19.9,,Orion,< 1/2 moon,Harmony golf driving range,United States - Florida
12470,Globe at Night,2007-04-01 04:16:56+00:00,28.1917,-81.148,23.8,240,4,-1,18.59,,Orion,< 1/2 moon,street with shielded street lights,United States - Florida
12469,Globe at Night,2007-04-01 04:14:57+00:00,28.195,-81.1514,24.09,240,5,-1,19.59,,Orion,< 1/2 moon,at pond behind single family residences,United States - Florida
12468,Globe at Night,2007-04-01 04:12:55+00:00,28.1951,-81.1554,23.37,240,5,-1,19.77,,Orion,< 1/2 moon,,United States - Florida
12467,Globe at Night,2007-04-01 04:11:08+00:00,28.1949,-81.1598,24.08,240,3,-1,16.74,,Orion,< 1/2 moon,,United States - Florida
12466,Globe at Night,2007-04-01 04:08:22+00:00,28.266,-81.336,17.94,240,2,-1,16.22,,Orion,,,United States - Florida
12465,Globe at Night,2007-04-01 04:06:45+00:00,28.4532,-81.4669,32.29,240,0,-1,13.18,,Orion,,,United States - Florida
12464,Globe at Night,2007-04-01 04:04:46+00:00,28.2315,-81.1742,21.1,240,5,-1,19.87,,Orion,,,United States - Florida
12463,Globe at Night,2007-04-01 04:01:58+00:00,28.2157,-81.1219,20.96,240,5,-1,19.6,,Orion,,,United States - Florida
12462,Globe at Night,2007-04-01 07:23:14+00:00,51.093,9.54272,172.49,-120,3,-1,,,Orion,,,Germany
12461,Globe at Night,2007-04-01 07:14:19+00:00,51.1723,9.36044,210.25,-120,4,-1,,,Orion,,,Germany
12460,Globe at Night,2007-03-31 19:45:25+00:00,9.75,-85.0944,103.83,360,6,25,,,Orion,,,Costa Rica
12459,Globe at Night,2007-04-01 08:06:38+00:00,8.42794,99.9665,8.23,-420,-9999,75,,,Orion,,,Thailand
12458,Globe at Night,2007-04-01 08:05:12+00:00,8.42794,99.9665,8.23,-420,-9999,75,,,Orion,,,Thailand
