ID,ObsType,ObsDateTime,Latitude,Longitude,Elevation,UTCOffset,LimitingMag,CloudCover,SQMReading,SQMSerial,Constellation,SkyComment,LocationComment,Country
284704,Globe at Night,2015-09-22 17:16:00+00:00,-34.9688,-54.9516,15.8168,224,2,50,,,Sagittarius,,,Uruguay
263135,Globe at Night,2015-02-14 13:31:00+00:00,38.8339,-104.821,1831.07,360,-9999,-1,6.0,,Orion,,,United States - Colorado
241794,Globe at Night,2015-12-04 14:25:00+00:00,39.7928,-76.9019,202.747,360,5,-1,20.12,,Perseus,"100% Clear. Milky Way in area of the Summer Triangle asterism was only very slightly visible. Only a trained person with good eyesight would be needed to discern the Milky Way. Visual NELM estimated to be 4.3 to 4.5 based on star field counts in Ursa Minor and Pegasus. Andromeda Galaxy and Perseus Double Cluster was observed overhead, but averted vision was needed to see these objects. The stars of Orion and Pleiades were fairly visible in the eastern sky.","Cordorus State Park near Band Shell. Dry conditions, some dew. Area dotted by trees. Codorus State Park is a very suburban park with light domes along all horizon views. Eastern horizon appeared darkest. Horizon views likely impacted by Harrisburg to the North, York to the Northeast, Baltimore and Washington DC to the South, Hanover and Gettysburg to the West.  No outdoor dawn to dusk lights in immediate study area. Area illuminated by ambient light from surrounding cities/towns. Skyglow produced enough ambient light to where equipment could easily be discerned on the ground and field notebook markings could be read. Light domes extend 30 to 50 degrees above horizon - mostly in WNW from Hanover and Gettysburg. Tree lines at horizon level plainly visible. Hand placed at arms length in front of observer was plainly visible. Sky had a grayish-white appearance especially at the horizons and several degrees above.",United States - Pennsylvania
241792,Globe at Night,2015-11-03 14:55:00+00:00,40.283,-77.4146,250.976,360,6,-1,20.83,,Pegasus,100% Clear.  Milky Way plainly visible overhead and extending to southwest. Sky is noticeably darker with very minor sky-glow to east-northeast and in southwest at tree-top level. Visual NELM estimated to be ~5 based on the seven main stars that make up Ursa Minor. All 7 stars were visible to the unaided eye and and/or with averted vision.,"Dam area of Doubling Gap Lake. Lat: 40.282987, Long: -77.414700.   Utility building on east end of dam has a single light pole (Lat: 40.282920, -77.414163) owned by power company. Bulb appears to be low pressure sodium. Fixture is not full cutoff and contains an unshielded glass fixture. Light does spill onto the dam area and illuminates trees across lake (visible in long exposure photography) and casts shadows on dam area. Utility light is probably more noticeable when the foliage has fallen from the trees. During the summer months the tree foliage may shield the light more-so than at other times. Otherwise area is dark with some light glow to the south-southeast, perhaps from Carlise. Mountain ridge tree line easily around entire area. Tree tops extend up to approximately 15 to 20+ degrees - higher in south due to trees being in close proximity. Hand placed at arm's length in front of observer was plainly visible.",United States - Pennsylvania
241791,Globe at Night,2015-11-03 13:35:00+00:00,40.0932,-77.2677,390.035,360,6,-1,20.45,,Pegasus,"100% Clear, Light wind ~5 to 8 mph. Dry conditions, very little if any dew. Although Kings Gap is elevated above the surrounding communities some light infiltrates the area especially from Carlisle to the north-northeast and to the west. The surrounding trees help to eliminate some of the glow allowing an appreciably dark sky to be viewed overhead - which allows some structure to be seen in the Milky Way.  However the trees also limit visibility of objects near the horizon.","Small grassy area across road and southeast of Mansion   (Lat: 40.093233, Long: -77.267726). Area is surrounded on all sides by trees. Tree tops extend up to approximately 25 to 30+ degrees in places surrounding site.",United States
241790,Globe at Night,2015-11-03 12:40:00+00:00,40.0315,-77.2975,257.789,360,6,-1,20.49,,Pegasus,"100% clear. Light domes are particularly evident along the NNE horizons. Under dark transparent skies, some structure can be seen in the Milky Way, especially overhead, and surprisingly in some instances extending down to the tree tops around landing zone.","Open grassy area ""Landing Zone - Overflow Parking"" on east side of snack bar/restroom building and north of Fuller Lake.  Lat: 40.031509, Long: -77.297510",United States - Pennsylvania
217486,Globe at Night,2015-03-22 05:36:00+00:00,-37.5805,143.86,470.316,-600,4,-1,18.75,301,Canis Major,Perfect,"1 day after New Moon, clear sky, two street lights nearby behind trees.",Australia
199652,Loss of the Night,2015-12-13 00:19:13+00:00,46.1982,7.176,0.0,-60,-999,-1,,,None,"From ""Loss of the Night"";NELM=0.00 +/- 0.00 (method 2);8 stars, faintest found V=4.94",,None
199651,Loss of the Night,2015-12-13 00:19:13+00:00,46.1982,7.176,0.0,-60,-999,-1,,,None,"From ""Loss of the Night"";NELM=0.00 +/- 0.00 (method 2);8 stars, faintest found V=4.94",,None
199053,Loss of the Night,2015-12-30 19:57:22+00:00,-32.3687,-61.3537,0.0,180,-999,-1,,,None,"From ""Loss of the Night"";NELM=0.00 +/- 0.00 (method 2);40 stars, faintest found V=4.95",,None
198459,Loss of the Night,2015-10-31 20:09:19+00:00,47.4168,9.4952,0.0,-60,6,-1,,,None,"From ""Loss of the Night"";NELM=5.98 +/- 1.02 (method 1);8 stars, faintest found V=4.97",,None
195527,Globe at Night,2015-10-28 01:41:00+00:00,37.0322,37.3352,910.46,-180,3,-1,,,Cygnus,,Urban Location,Turkey
195526,Globe at Night,2015-12-27 23:45:00+00:00,37.0322,37.3352,910.46,-120,3,25,,,Pegasus,,,Turkey
192020,Globe at Night,2015-09-11 23:00:00+00:00,37.7452,-25.6766,45.28,0,4,-1,,,Cygnus,,,Portugal
188814,Loss of the Night,2015-05-18 01:43:31+00:00,50.7766,9.5123,270.11,-120,4,-1,,,None,"From ""Loss of the Night"";NELM=4.39 +/- 0.32 (method 1);8 stars, faintest found V=4.07",,Germany
188148,Globe at Night,2015-03-18 01:30:00+00:00,-32.6066,20.4727,767.35,-120,6,-1,21.64,5739,Canis Major,"Clear, w 2/10 SE, 18.0°C","Rural, Nearest town 40 km",South Africa
188147,Globe at Night,2015-03-18 00:30:00+00:00,-32.6066,20.4727,767.35,-120,6,-1,21.66,5739,Canis Major,"Clear, w 2/10 SSE, 18.0°C","Rural, Nearest town 40 km",South Africa
188111,Globe at Night,2015-03-17 01:15:00+00:00,-32.4869,20.7017,1555.52,-120,6,-1,21.82,5739,Canis Major,"Clear, w 0/10, 22.0°C","Rural, 12 km from Sutherland",South Africa
188110,Globe at Night,2015-03-17 00:00:00+00:00,-32.4868,20.7018,1555.73,-120,6,-1,21.83,5739,Canis Major,"Clear, w 0/10, 23.0°C","Rural, 12 km from Sutherland",South Africa
188008,Globe at Night,2015-12-14 01:45:00+00:00,-33.5666,19.9857,1030.88,-120,6,50,21.63,5739,Grus,"Cloudy 4/10, w 4/10 SSW, 15.0°C","Rural, nearest town  34 km",South Africa
188007,Globe at Night,2015-12-14 01:30:00+00:00,-33.5666,19.9857,1030.88,-120,6,50,21.73,5739,Grus,"Cloudy 4/10, W 5/10 SSW, 15.0°C","Rural, nearest town  34 km",South Africa
188006,Globe at Night,2015-12-14 01:00:00+00:00,-33.5666,19.9857,1030.88,-120,6,-1,21.56,5739,Grus,"Clear, W 2/10 SE, 17.0°C","Rural, nearest town  34 km",South Africa
188005,Globe at Night,2015-12-13 01:00:00+00:00,-33.5666,19.9857,1030.88,-120,6,-1,21.52,5739,Grus,"Clear, w 1/10 SE, 17.0°C","Rural, nearest town  34 km",South Africa
188004,Globe at Night,2015-12-12 01:50:00+00:00,-33.5666,19.9857,1030.88,-120,6,-1,21.08,5739,Grus,"Clear, w 2/10 SE, 17.0°C","Rural, nearest town  34 km",South Africa
188003,Globe at Night,2015-12-12 01:15:00+00:00,-33.5666,19.9857,1030.88,-120,6,-1,21.19,5739,Grus,"Clear, w 1/10 SE, 17.0°C","Rural, nearest town  34 km",South Africa
188002,Globe at Night,2015-12-11 01:45:00+00:00,-33.5666,19.9857,1030.88,-120,6,-1,21.7,5739,Grus,"Clear, W 2/10 W, 21.0°C","Rural, nearest town  34 km",South Africa
188001,Globe at Night,2015-12-11 01:30:00+00:00,-33.5666,19.9857,1030.88,-120,6,-1,21.69,5739,Grus,"Clear, W 2/10 W, 21.0°C","Rural, nearest town  34 km",South Africa
188000,Globe at Night,2015-10-13 01:45:00+00:00,-33.5666,19.9857,1030.88,-120,6,-1,21.81,5739,Grus,"Clear, w 2/10 SSW, 9.0°C","Rural, nearest town  34 km",South Africa
187999,Globe at Night,2015-10-13 01:15:00+00:00,-33.5666,19.9857,1030.88,-120,6,-1,21.8,5739,Grus,"Clear, w 3/10 SSW, 9.0°C","Rural, nearest town  34 km",South Africa
