ID,ObsType,ObsDateTime,Latitude,Longitude,Elevation,UTCOffset,LimitingMag,CloudCover,SQMReading,SQMSerial,Constellation,SkyComment,LocationComment,Country
282387,Globe at Night,2019-06-22 15:45:00+00:00,34.1886,74.5321,2387.78,-330,3,-1,,,Hercules,,,India
265937,Globe at Night,2019-05-08 04:59:00+00:00,35.4748,139.463,65.1937,-540,1,50,16.4,,Leo,lightly cloudy with a few stars visible,suburban with little light from street lights,Japan
241694,Globe at Night,2019-10-05 09:25:00+00:00,34.7593,-98.6432,721.003,360,4,25,,,Cygnus,Light snow,Rural mountain in the midst of nowhere.,United Kingdom
238583,Globe at Night,2019-12-17 23:34:00+00:00,46.336,16.623,148.323,-60,4,25,,,Perseus,,,Croatia
237582,Globe at Night,2019-09-23 19:57:00+00:00,33.5333,-112.106,355.215,420,6,-1,,,Cygnus,,,United States - Arizona
237581,Globe at Night,2019-09-23 19:57:00+00:00,33.5333,-112.106,355.215,420,6,-1,,,Cygnus,,,United States - Arizona
237580,Globe at Night,2019-09-23 19:57:00+00:00,33.5333,-112.106,355.215,420,6,-1,,,Cygnus,,,United States - Arizona
226219,Globe at Night,2019-09-22 22:19:00+00:00,52.7152,12.2694,27.8839,-120,6,-1,21.05,3623,Cygnus,,,Germany
226218,Globe at Night,2019-09-22 21:37:00+00:00,52.7152,12.2694,27.8839,-120,6,-1,21.47,3623,Cygnus,,,Germany
226217,Globe at Night,2019-09-22 21:04:00+00:00,52.7152,12.2694,27.8839,-120,6,-1,21.42,3623,Cygnus,,,Germany
226216,Globe at Night,2019-09-21 23:05:00+00:00,52.7152,12.2694,27.8839,-120,6,-1,21.53,3623,Cygnus,,,Germany
226215,Globe at Night,2019-09-21 21:52:00+00:00,52.7152,12.2694,27.8839,-120,6,-1,21.51,3623,Cygnus,,,Germany
226214,Globe at Night,2019-09-21 21:33:00+00:00,52.7152,12.2694,27.8839,-120,6,-1,21.45,3623,Cygnus,,,Germany
226213,Globe at Night,2019-09-21 21:22:00+00:00,52.7152,12.2694,27.8839,-120,6,-1,21.37,3623,Cygnus,,,Germany
226212,Globe at Night,2019-09-19 21:23:00+00:00,52.7152,12.2694,27.8839,-120,6,25,21.43,3623,Cygnus,,,Germany
226211,Globe at Night,2019-09-18 21:17:00+00:00,52.7152,12.2694,27.8839,-120,6,25,21.34,3623,Cygnus,,,Germany
226209,Globe at Night,2019-09-17 21:47:00+00:00,52.7152,12.2694,27.8839,-120,6,25,20.47,3623,Cygnus,haze,,Germany
226208,Globe at Night,2019-09-03 23:59:00+00:00,48.6852,9.82031,458.652,-120,6,-1,20.92,3623,Cygnus,,,Germany
226207,Globe at Night,2019-09-03 22:41:00+00:00,48.6852,9.82031,458.652,-120,6,-1,20.81,3623,Cygnus,,,Germany
226206,Globe at Night,2019-09-03 01:27:00+00:00,48.7293,9.60728,388.676,-120,6,25,20.75,3623,Cygnus,,,Germany
226205,Globe at Night,2019-08-31 23:16:00+00:00,48.7293,9.60728,388.676,-120,6,-1,20.55,3623,Cygnus,,,Germany
226204,Globe at Night,2019-08-30 23:49:00+00:00,48.6852,9.82031,458.652,-120,6,-1,20.89,3623,Cygnus,,,Germany
226203,Globe at Night,2019-08-27 01:05:00+00:00,48.7293,9.60728,388.676,-120,6,-1,20.66,3623,Cygnus,,,Germany
226202,Globe at Night,2019-08-26 23:16:00+00:00,48.7293,9.60728,388.676,-120,6,-1,20.49,3623,Cygnus,,,Germany
226201,Globe at Night,2019-08-23 23:35:00+00:00,48.6852,9.82031,458.652,-120,6,-1,20.89,3623,Cygnus,,,Germany
226200,Globe at Night,2019-08-13 04:20:00+00:00,48.6852,9.82031,458.652,-120,6,-1,21.0,3623,Cygnus,,,Germany
