ID,ObsType,ObsDateTime,Latitude,Longitude,Elevation,UTCOffset,LimitingMag,CloudCover,SQMReading,SQMSerial,Constellation,SkyComment,LocationComment,Country
235315,Globe at Night,2014-05-02 22:26:00+00:00,-34.8811,-56.0814,34.8312,180,7,50,,,Crux,,,Uruguay
235313,Globe at Night,2014-05-03 02:58:00+00:00,-34.9011,-56.1645,52.8486,180,6,25,,,Crux,,,Uruguay
235312,Globe at Night,2014-05-03 02:58:00+00:00,-34.9011,-56.1645,52.8486,180,6,25,,,Crux,,,Uruguay
217485,Globe at Night,2014-03-02 06:59:00+00:00,-37.5806,143.86,470.316,-660,4,-1,18.26,301,Canis Major,Perfect,"1 day after New Moon, clear sky, two street lights nearby behind trees.",Australia
190038,Globe at Night,2014-02-24 00:30:00+00:00,-34.2169,18.4616,87.43,-120,6,25,20.59,5739,Orion,"cloud 3/10, wind 5/10, dew 0/10","Suburban, no lights to the south, intense city lighting to the north",South Africa
190037,Globe at Night,2014-02-23 23:30:00+00:00,-34.217,18.4617,84.84,-120,6,25,20.61,5739,Orion,"cloud 3/10, wind 6/10, dew 0/10","Suburban, no lights to the south, intense city lighting to the north",South Africa
190036,Globe at Night,2014-12-23 01:30:00+00:00,-33.8179,20.2113,264.93,-120,6,-1,21.03,5739,Grus,"Clear, cloud 0/10, wind 0/10, dew 1/10","Rural, farm, no visible lights",South Africa
190035,Globe at Night,2014-12-23 00:00:00+00:00,-33.8179,20.2113,264.93,-120,6,-1,21.06,5739,Grus,"Clear, cloud 0/10, wind 0/10, dew 0/10","Rural, farm, no visible lights",South Africa
190034,Globe at Night,2014-03-21 00:30:00+00:00,-32.6755,21.5115,701.19,-120,5,-1,20.31,5739,Canis Major,"Clear, cloud 0/10, wind 0/10, dew 1/10","Urban, street lighting shielded by trees, tall sodium vapor lights about one km away",South Africa
190033,Globe at Night,2014-03-20 22:00:00+00:00,-32.6755,21.5115,701.19,-120,5,-1,20.32,5739,Canis Major,"Clear, cloud 0/10, wind 0/10, dew 0/10","Urban, street lighting shielded by trees, tall sodium vapor lights about one km away",South Africa
190030,Globe at Night,2014-08-26 01:00:00+00:00,-33.6729,20.0641,442.15,-120,6,-1,21.51,5739,Sagittarius,"Clear, cloud 0/10, wind 0/10, dew 2/10","Rural, farm, one visible light about one km away",South Africa
190029,Globe at Night,2014-08-25 23:00:00+00:00,-33.6759,20.062,440.52,-120,6,-1,21.53,5739,Sagittarius,"Clear, cloud 0/10, wind 0/10, dew 0/10","Rural, farm, one visible light about one km away",South Africa
190028,Globe at Night,2014-03-22 00:00:00+00:00,-33.1999,20.8559,648.86,-120,6,-1,20.76,5739,Canis Major,"Clear, cloud 0/10, wind 0/10, dew 1/10","Suburban, Sportsfield, No floodlights, lights from town but hidden by trees",South Africa
190027,Globe at Night,2014-03-21 22:00:00+00:00,-33.1998,20.856,648.71,-120,6,-1,20.7,5739,Canis Major,"Clear, cloud 0/10, wind 0/10, dew 0/10","Suburban, Sportsfield, No floodlights, lights from town but hidden by trees",South Africa
188167,Globe at Night,2014-12-21 01:05:00+00:00,-33.5982,19.9571,1247.55,-120,6,-1,21.5,5739,Grus,"Clear, w 2/10 SE, 10.0°C","Rural, trees & hills",South Africa
188165,Globe at Night,2014-12-20 23:00:00+00:00,-33.5983,19.9571,1248.4,-120,6,-1,21.52,5739,Grus,"Clear, w 3/10 SE, 9.0°C","Rural, trees & hills",South Africa
188164,Globe at Night,2014-05-27 01:28:00+00:00,-33.5983,19.9571,1248.4,-120,6,-1,21.42,5739,Crux,"Clear, w 2/10 ESE, 11.0°C","Rural, trees & hills",South Africa
188163,Globe at Night,2014-05-27 01:23:00+00:00,-33.5983,19.9571,1248.4,-120,6,-1,21.37,5369,Crux,"Clear, w 3/10 ESE, 11.0°C","Rural, trees & hills",South Africa
188162,Globe at Night,2014-05-27 01:20:00+00:00,-33.5983,19.9571,1248.4,-120,6,-1,21.17,5739,Crux,"Clear, w 2/10 SE, 12.0°C","Rural, trees & hills",South Africa
188161,Globe at Night,2014-04-27 00:10:00+00:00,-33.5982,19.9571,1247.55,-120,6,-1,21.21,5739,Crux,"Clear, w 2/10 SE, 12.0°C","Rural, trees & hills",South Africa
188160,Globe at Night,2014-05-29 01:25:00+00:00,-33.8461,19.962,150.73,-120,6,-1,21.27,5739,Crux,"Clear, w 1/10 SE, 16.0°C","Rural, Trees & Buildings",South Africa
188159,Globe at Night,2014-05-29 00:15:00+00:00,-33.8461,19.962,150.73,-120,6,-1,21.26,5739,Crux,"Clear, w 1/10, 16.0°C","Rural, Trees & Buildings",South Africa
188154,Globe at Night,2014-02-09 00:05:00+00:00,-34.1586,18.8681,3.12,-120,4,-1,18.11,5739,Orion,"Clear, w 5/10 SE, 19.0°C","Urban, Beachfront, buildings, trees  & streetlights",South Africa
188153,Globe at Night,2014-03-20 01:30:00+00:00,-31.913,21.5157,1260.16,-120,6,-1,20.47,5739,Canis Major,"Clear, w 2/10 NW, 17.0°C",Urban,South Africa
188152,Globe at Night,2014-03-20 00:30:00+00:00,-31.913,21.5157,1260.16,-120,6,-1,20.49,5739,Canis Major,"Clear, w 2/10 NW, 17.0°C",Urban,South Africa
188151,Globe at Night,2014-03-19 00:00:00+00:00,-31.913,21.5158,1260.11,-120,6,-1,20.49,5739,Canis Major,"Clear, w 1/10 SE, 18.0°C",Urban,South Africa
188150,Globe at Night,2014-03-18 23:00:00+00:00,-31.913,21.5157,1260.16,-120,6,-1,20.51,5739,Canis Major,"Clear, w 0/10, 18.0°C",Urban,South Africa
188145,Globe at Night,2014-03-17 23:20:00+00:00,-33.4015,19.4338,535.59,-120,5,-1,20.0,5739,Canis Major,"Clear, w 0/10, 23.0°C",Rural 25 km from nearest town,South Africa
188144,Globe at Night,2014-03-17 22:20:00+00:00,-33.4202,19.4384,590.59,-120,5,-1,20.31,5739,Canis Major,"Clear, w 0/10, 23.0°C",Rural 25 km from nearest town,South Africa
188143,Globe at Night,2014-08-26 01:30:00+00:00,-33.4668,19.8615,1048.94,-120,6,-1,21.55,5739,Sagittarius,"Clear, w 0/10, 5.0°C",Rural 45 km from nearest town,South Africa
188142,Globe at Night,2014-08-26 00:30:00+00:00,-33.4668,19.8615,1048.94,-120,6,-1,21.51,5739,Sagittarius,"Clear, w 0/10, 5.0°C",Rural 45 km from nearest town,South Africa
188140,Globe at Night,2014-08-25 00:45:00+00:00,-33.4669,19.8615,1049.29,-120,6,-1,21.55,5739,Sagittarius,"Cloud 1/10, W 2/10 WNW, 5.0°C",Rural 45 km from nearest town,South Africa
188139,Globe at Night,2014-08-24 23:30:00+00:00,-33.4669,19.8615,1049.29,-120,6,-1,21.5,5739,Sagittarius,"Cloud 1/10, w 1/10 WNW, 5.0°C",Rural 45 km from nearest town,South Africa
188138,Globe at Night,2014-08-23 01:30:00+00:00,-33.4668,19.8615,1048.94,-120,6,-1,21.0,5739,Sagittarius,"Cloud 1/10, w 2/10 SW, 9.0°C",Rural 45 km from nearest town,South Africa
188137,Globe at Night,2014-08-23 00:30:00+00:00,-33.4668,19.8615,1048.94,-120,6,-1,20.99,5739,Sagittarius,"Cloud 1/10, w 2/10 SSW, 9.0°C",Rural 45 km from nearest town,South Africa
188136,Globe at Night,2014-08-22 23:30:00+00:00,-33.4668,19.8615,1048.94,-120,6,-1,21.18,5739,Sagittarius,"Cloud 1/10, w 2/10 WSW, 9.0°C",Rural 45 km from nearest town,South Africa
188135,Globe at Night,2014-08-22 22:30:00+00:00,-33.4668,19.8615,1048.94,-120,6,-1,21.15,5739,Sagittarius,"Cloud 1/10, W 1/10 WSW, 9.0°C",Rural 45 km from nearest town,South Africa
188132,Globe at Night,2014-03-04 01:30:00+00:00,-33.663,20.0122,493.38,-120,6,-1,21.6,5739,Canis Major,"Clear, w 2/10 NW, 18.0°C","Rural, 40 km to nearest town",South Africa
188131,Globe at Night,2014-03-04 00:30:00+00:00,-33.663,20.0122,493.38,-120,6,-1,21.59,5739,Canis Major,"Clear, w 2/10 NW, 16.0°C","Rural, 40 km to nearest town",South Africa
188130,Globe at Night,2014-03-03 23:30:00+00:00,-33.663,20.0122,493.38,-120,6,-1,21.61,5739,Canis Major,"Clear, 2/10 NW, 15.0°C","Rural, 40 km to nearest town",South Africa
188129,Globe at Night,2014-03-02 01:30:00+00:00,-33.663,20.0122,493.38,-120,6,-1,21.7,5739,Canis Major,"Clear, w 2/10 SSE, 17.7°C","Rural, 40 km to nearest town",South Africa
188128,Globe at Night,2014-03-02 00:30:00+00:00,-33.663,20.0122,493.38,-120,6,-1,21.69,5739,Canis Major,"Clear, w 2/10 SSE, 17.9°C","Rural, 40 km to nearest town",South Africa
188127,Globe at Night,2014-03-01 23:30:00+00:00,-33.663,20.0122,493.38,-120,6,-1,21.71,5739,Canis Major,"Clear, w 2/10 SSE, 18.4°C","Rural, 40 km to nearest town",South Africa
188126,Globe at Night,2014-03-01 01:30:00+00:00,-33.663,20.0122,493.38,-120,6,-1,21.62,5739,Orion,"Clear, w 2/10 SE, 20.0°C","Rural, 40 km to nearest town",South Africa
188125,Globe at Night,2014-03-01 00:30:00+00:00,-33.663,20.0122,493.38,-120,6,-1,21.63,5739,Orion,"Clear, w 2/10 SE, 21.0°C","Rural, 40 km to nearest town",South Africa
188124,Globe at Night,2014-02-28 23:30:00+00:00,-33.663,20.0122,493.38,-120,6,-1,21.62,5739,Orion,"Clear, w 2/10 SE, 22.0°C","Rural, 40 km to nearest town",South Africa
188123,Globe at Night,2014-02-28 01:30:00+00:00,-33.663,20.0122,493.38,-120,6,-1,21.63,5739,Orion,"Clear, w 2/10 SSE, 21.1°C","Rural, 40 km to nearest town",South Africa
188122,Globe at Night,2014-02-27 23:30:00+00:00,-33.663,20.0122,493.38,-120,6,-1,21.65,5739,Orion,"Clear, w 2/10 SSW, 20.0°C","Rural, 40 km to nearest town",South Africa
188121,Globe at Night,2014-01-08 01:30:00+00:00,-33.663,20.0122,493.38,-120,7,75,22.91,5739,Orion,"Cloud 10/10, w 3/10 WNW, 21.0°C","Rural, 40 km to nearest town",South Africa
188120,Globe at Night,2014-01-07 23:00:00+00:00,-33.663,20.0122,493.38,-120,7,75,22.84,5739,Orion,"Cloud 10/10, w 3/10 NW, 21.0°C","Rural, 40 km to nearest town",South Africa
188117,Globe at Night,2014-03-01 01:25:00+00:00,-33.663,20.0122,493.38,-120,6,-1,21.63,5739,Orion,"Clear, w 2/10 SE, 21.0°C",,South Africa
188115,Globe at Night,2014-01-03 01:30:00+00:00,-33.663,20.0122,493.38,-120,6,25,21.1,5739,Orion,"Cloud 3/10, W 2/10 SE, 24.0°C","Rural, 40 km to nearest town",South Africa
188114,Globe at Night,2014-01-03 00:30:00+00:00,-33.663,20.0122,493.38,-120,6,25,21.12,5739,Orion,"Clear, w 3/10, 22.0°","Rural, 40 km to nearest town",South Africa
187737,Globe at Night,2014-06-02 01:30:00+00:00,-33.8906,18.6532,112.34,-120,6,-1,21.51,5739,Scorpius,"Clear, wind 2/10 WNW, 13.0°C","Rural,  area 30 km from nearest town",South Africa
187736,Globe at Night,2014-06-02 01:00:00+00:00,-33.8906,18.6532,112.34,-120,6,-1,21.53,5739,Scorpius,"Clear, wind W 3/10, 13.0°C","Rural,  area 30 km from nearest town",South Africa
187735,Globe at Night,2014-06-02 00:30:00+00:00,-33.8906,18.6532,112.34,-120,6,-1,21.54,5739,Scorpius,"Clear. wind 3/10 WNW, 10.0°C","Rural,  area 30 km from nearest town",South Africa
187734,Globe at Night,2014-06-02 00:15:00+00:00,-33.8906,18.6532,112.34,-120,6,-1,21.52,5739,Scorpius,"Clear, wind 2/10 WNW, 10.0°C","Rural,  area 30 km from nearest town",South Africa
187733,Globe at Night,2014-03-30 00:00:00+00:00,-33.8906,18.6532,112.34,-120,6,-1,21.64,5739,Canis Major,"Clear, wind 2/10 SW, 17.00°C","Rural,  area 30 km from nearest town",South Africa
187732,Globe at Night,2014-03-29 00:00:00+00:00,-33.8906,18.6532,112.34,-120,6,-1,21.6,5739,Canis Major,"Clear, wind 3/10 SSW, 16°C","Rural,  area 30 km from nearest town",South Africa
187731,Globe at Night,2014-03-28 00:00:00+00:00,-33.8906,18.6532,112.34,-120,6,-1,21.67,5739,Canis Major,"Clear, wind 3/10 SE, 16.00°C","Rural,  area 30 km from nearest town",South Africa
187730,Globe at Night,2014-03-27 00:00:00+00:00,-33.8906,18.6532,112.34,-120,6,-1,21.61,5739,Canis Major,"Clear, wind 1/10 SW, 16.0°C","Rural,  area 30 km from nearest town",South Africa
187729,Globe at Night,2014-03-26 01:30:00+00:00,-33.8906,18.6532,112.34,-120,6,-1,21.57,5739,Canis Major,"Clear, wind 2/10 SSE, 17.0°C","Rural, farming area 30 km from nearest town",South Africa
187728,Globe at Night,2014-03-25 00:30:00+00:00,-33.8906,18.6532,112.34,-120,6,-1,21.65,5739,Canis Major,"Clear, wind 2/10 SSE, 18.0°C","Rural, farming area 30 km from nearest town",South Africa
164346,Dark Sky Meter,2014-08-19 21:03:05+00:00,0.0,0.0,0.0,0,3,-1,17.72,,None,"From ""Dark Sky Meter""  sky: ""Enter Conditions""",,None
160020,Loss of the Night,2014-11-20 01:09:58+00:00,48.7535,8.2437,173.62,-60,5,-1,,,None,"From ""Loss of the Night"";NELM=4.95 +/- 0.00 (method 1);8 stars, faintest found V=4.95",,Germany
159488,Loss of the Night,2014-12-23 16:29:02+00:00,29.3246,-103.542,775.28,360,6,-1,20.7,,None,"From ""Loss of the Night"" (SQM only)",,United States - Texas
159487,Loss of the Night,2014-11-26 17:30:39+00:00,28.173,-81.6425,46.33,300,4,-1,,,None,"From ""Loss of the Night"";NELM=4.42 +/- 0.28 (method 2);11 stars, faintest found V=4.38",,United States - Florida
159417,Loss of the Night,2014-12-26 17:43:13+00:00,38.3472,-75.9376,0.86,300,6,-1,,,None,"From ""Loss of the Night"";NELM=5.53 +/- 0.05 (method 2);11 stars, faintest found V=5.00",,United States - Maryland
159416,Loss of the Night,2014-12-27 01:34:24+00:00,52.1469,14.6765,32.88,-60,4,-1,,,None,"From ""Loss of the Night"";NELM=4.42 +/- 0.12 (method 1);8 stars, faintest found V=4.31",,Germany
159415,Loss of the Night,2014-12-27 00:56:15+00:00,47.7299,18.5946,174.5,-60,5,-1,,,None,"From ""Loss of the Night"";NELM=5.49 +/- 0.63 (method 2);19 stars, faintest found V=4.99",,Hungary
