ID,ObsType,ObsDateTime,Latitude,Longitude,Elevation,UTCOffset,LimitingMag,CloudCover,SQMReading,SQMSerial,Constellation,SkyComment,LocationComment,Country
19318,Globe at Night,2008-03-09 14:04:00+00:00,9.96689,-84.2241,845.82,360,3,50,,,Orion,,,Costa Rica
19317,Globe at Night,2008-03-08 18:59:00+00:00,26.9226,-82.2661,2.75,300,3,-1,,,Orion,"Great Location, no lights around, very dark!  The real date is 4:15 am 3-09-08","Clear sky, not asingle cloud,",United States - Florida
19316,Globe at Night,2008-03-08 18:59:00+00:00,26.9226,-82.2661,2.75,300,3,-1,,,Orion,"Perfect location! no lights around/ very dark place  I want to sleep, but i have to go outside in boxers when its 10*C (50F) and freeze my self to death untill i find stars that make up rumbus!!!!",No clounds! Few fast moving objects in the sky.,United States - Florida
19315,Globe at Night,2008-03-08 20:59:00+00:00,-30.24,-70.7367,2688.66,180,6,-1,,,Orion,"Altitude 8900 ft, at Gemini South Observatory.",,Chile
19314,Globe at Night,2008-03-08 15:55:00+00:00,36.025,-114.948,610.02,480,3,-1,16.66,,Orion,,,United States - Nevada
19313,Globe at Night,2008-03-08 18:50:00+00:00,33.8762,-84.3363,294.88,300,1,25,,,Orion,,,United States - Georgia
19312,Globe at Night,2008-03-08 18:30:00+00:00,43.8949,-71.2053,224.08,300,6,-1,,,Orion,"White Mtns. New Hampshire. Low light pollution, very easy to see",Clear Sky,United States - New Hampshire
19311,Globe at Night,2008-03-08 18:25:00+00:00,37.3894,-81.4099,702.26,300,3,-1,,,Orion,MVMS/TH,I saw some stars.,United States - West Virginia
19310,Globe at Night,2008-03-09 10:20:00+00:00,-33.8767,151.221,48.06,-660,3,-1,16.8,,Orion,"top of block of units in Darlinghurst, central Sydney",,Australia
19309,Globe at Night,2008-03-08 16:20:00+00:00,32.2294,-110.951,741.95,420,4,-1,,,Orion,,,United States - Arizona
19308,Globe at Night,2008-03-09 00:18:00+00:00,45.095,14.1197,213.66,-60,4,-1,,,Orion,"LABIN,PRESIKA, residence zone, streetlights 30m",,Croatia
19307,Globe at Night,2008-03-09 08:10:00+00:00,35.1631,129.034,53.06,-540,3,25,,,Orion,I observed it in Korea Science Academy which is specialized science high school for gifted students.,Sky was covered about 1/6 by clouds.,South Korea
19306,Globe at Night,2008-03-09 00:09:00+00:00,43.2285,12.0941,593.76,-60,3,25,,,Orion,,,Italy
19305,Globe at Night,2008-03-08 15:07:00+00:00,33.8348,-118.196,31.89,480,1,25,,,Orion,"Long Beach, CA",Very cloudy. barely any stars visible.,United States - California
19304,Globe at Night,2008-03-09 12:06:00+00:00,-41.4783,173.971,5.0,-780,5,-1,,,Orion,Approx 2 km from small town pop 25000 .No street lighiting in street of semi-rural area  Mngnitude limit is possibly higher and falls between 5 & 6 but there is doubt so I have erred on the lower limit of 5.,No Moon-sky clarity VG ie. no pollen or haze obivious. No light or sky glow in Northly direction and stars visible down to low hills 3/4deg.,New Zealand
19303,Globe at Night,2008-03-08 21:00:00+00:00,-33.0191,-61.0433,72.45,120,4,-1,,,Orion,"Taller de Ciencia de la Escuela1345 - Club de aficionados ""Astronom_a para todos"" - PUJATO (SANTA FE) Argentina",,Argentina
19302,Globe at Night,2008-03-08 21:00:00+00:00,-35.4719,-69.5736,1409.7,120,6,-1,,,Orion,,,Argentina
19301,Globe at Night,2008-03-08 17:00:00+00:00,35.29,-93.04,260.55,360,4,25,,,Orion,driveway lights,Slight haze,United States - Arkansas
19300,Globe at Night,2008-03-08 16:00:00+00:00,32.2294,-110.951,741.95,420,5,-1,,,Orion,,,United States - Arizona
19299,Globe at Night,2008-03-08 18:00:00+00:00,37.3448,-81.4453,519.13,300,-9999,25,,,Orion,MVHS/HTolnay and SShadowens  Sarah and Ryan,snowy,United States - West Virginia
19298,Globe at Night,2008-03-08 18:00:00+00:00,37.3894,-81.4099,702.26,300,-9999,75,,,Orion,MVMS/KM,,United States - West Virginia
19297,Globe at Night,2008-03-09 08:00:00+00:00,35.1631,129.034,53.06,-540,3,25,,,Orion,I observed it in Korea Science Academy(KSA) in Busan city,The sky was covered about 1/6,South Korea
19296,Globe at Night,2008-03-08 18:00:00+00:00,26.94,-82.26,4.17,300,4,-1,,,Orion,There was a street light right in front of my driveway.,,United States - Florida
