ID,ObsType,ObsDateTime,Latitude,Longitude,Elevation,UTCOffset,LimitingMag,CloudCover,SQMReading,SQMSerial,Constellation,SkyComment,LocationComment,Country
318034,Globe at Night,2023-06-06 20:14:00+00:00,46.2865733,16.3471,167.57,120,6,0,,,Bootes,,,Slovenia
317628,Globe at Night,2023-09-29 12:49:00+00:00,0.0,0.0,0.0,240,3,0,,,Pegasus,Haze north,,India
316942,Globe at Night,2023-12-31 02:23:00+00:00,24.083934722929097,-110.19840839469441,375.97,-420,6,0,20.52,,Perseus,,,Mexico
315605,Globe at Night,2023-08-12 04:42:00+00:00,33.23302687438303,-86.76657842107028,207.65,-300,4,0,,,Scorpius,Clear Night Sky,Clear view of night sky,United States - Alabama
315604,Globe at Night,2023-08-12 04:42:00+00:00,0.0,0.0,0.0,-300,6,0,,,Sagittarius,Clear Night Sky,Clear view of night sky.,United States - Alabama
313952,Globe at Night,2023-10-24 11:13:00+00:00,34.266383988594605,135.1518275462784,85.71,540,3,25,,,Perseus,,,Japan
313951,Globe at Night,2023-11-25 11:53:00+00:00,34.26637484717639,135.1518427578752,85.68,540,4,0,,,Perseus,,,Japan
313950,Globe at Night,2023-12-18 13:28:00+00:00,34.14335584160156,135.3859642564247,143.48,540,4,25,,,Orion,,,Japan
313923,Globe at Night,2023-10-26 13:00:00+00:00,34.59131446909084,135.5091450736569,14.73,540,2,25,,,Pegasus,,,United States - Alabama
313921,Globe at Night,2023-11-18 12:00:00+00:00,34.464046046702464,135.4523330926895,68.57,540,0,75,,,Perseus,,,United States - Alabama
313920,Globe at Night,2023-11-23 08:07:00+00:00,34.26685681014375,135.15181672002413,86.82,540,3,0,,,Perseus,,,Japan
313892,Globe at Night,2023-10-30 03:23:00+00:00,34.1605379,135.273136,60.42,540,5,0,,,Pegasus,,,Japan
313887,Globe at Night,2023-11-24 13:42:00+00:00,34.1613811,135.2124029,4.88,540,4,0,,,Perseus,雲はほとんどなかった。,住宅街,Japan
313841,Globe at Night,2023-08-17 05:00:00+00:00,40.44152752289544,-109.25226191359543,1461.97,-360,6,0,21.62,,Sagittarius,A few clouds NW & SE,Stargazing area in closed loop of Split Mountain Campground,United States - Utah
313813,Globe at Night,2023-12-27 21:37:00+00:00,50.7982027,-1.9486963,17.45,0,2,25,,,Perseus,"Small broken clouds
No glow 
No Haze","Suburban
Buildings 5
Trees 4
Light sources 5",United States - Alabama
313812,Globe at Night,2023-12-26 20:25:00+00:00,52.301537,-3.510641,219.92,0,1,50,,,Perseus,"Medium clouds
Little glow 
No Haze","Suburban
Buildings 5
Trees 4
Light sources 9",United Kingdom
313811,Globe at Night,2023-12-23 21:32:00+00:00,52.30399790806175,-3.511394834974595,227.56,0,0,75,,,Perseus,"Big rain clouds
No glow 
No Haze","Suburban
Buildings 5
Trees 4
Light sources 2",United Kingdom
313810,Globe at Night,2023-12-20 21:27:00+00:00,50.7982027,-1.9486963,17.45,0,2,25,,,Perseus,"Little clouds
No glow 
No Haze","Suburban
Buildings 5
Trees 4
Light sources 5",United Kingdom
313809,Globe at Night,2023-12-16 19:51:00+00:00,50.8063409,-1.9494717,45.11,0,1,25,,,Perseus,"Small broken clouds
Little glow 
No Haze","Suburban
Buildings 5
Trees 4
Light sources 9",United Kingdom
313808,Globe at Night,2023-12-11 22:22:00+00:00,50.7982027,-1.9486963,17.45,0,1,50,,,Perseus,"Big clouds
No glow 
No Haze","Suburban
Buildings 5
Trees 4
Light sources 4",United Kingdom
313807,Globe at Night,2023-12-10 22:50:00+00:00,50.7982027,-1.9486963,17.45,0,0,75,,,Perseus,"Lots of big clouds
No glow 
No Haze","Suburban
Buildings 5
Trees 4
Light sources 4",United Kingdom
313806,Globe at Night,2023-12-07 21:45:00+00:00,50.7982027,-1.9486963,17.45,0,2,25,,,Perseus,"Medium clouds
No glow 
No Haze","Suburban
Buildings 5
Trees 4
Light sources 5",United Kingdom
313805,Globe at Night,2023-12-02 20:44:00+00:00,50.7982027,-1.9486963,17.45,0,1,50,,,Perseus,"Big clouds
Little glow 
No Haze","Suburban
Buildings 5
Trees 4
Light sources 7",United Kingdom
313803,Globe at Night,2023-11-29 21:13:00+00:00,50.7982027,-1.9486963,17.45,0,2,25,,,Perseus,"Medium Clouds
No glow 
No Haze","Suburban
Buildings 5
Trees 4
Light sources 6",United Kingdom
313802,Globe at Night,2023-11-25 23:10:00+00:00,50.7982027,-1.9486963,17.45,0,3,0,,,Perseus,"Little to no clouds
No glow 
No Haze","Suburban
Buildings 5
Trees 4
Light sources 3",United Kingdom
313801,Globe at Night,2023-11-22 20:44:00+00:00,50.7982027,-1.9486963,17.45,0,2,25,,,Perseus,"Little clouds
Little glow 
No Haze","Suburban
Buildings 5
Trees 4
Light sources 7",United Kingdom
